review_id,title_translated,content_translated
32a9c629c7bc3cd078b2162d55e2cd33,quick and simple,Product delivered ahead of schedule.
7b8d2fe2b4f3859c107ca46a1d252b6c,Perfect,"Bigger than I imagined, a very well done art. I highly recommend!"
6c32da17b8d202055e1e1aec8c2577eb,Great,No comments.
37dddf2d45d45bbd66790dabc9efa71e,Great,Everything's good
21fc0df5923ea8fa2a9a6846f816beb8,TOP,"Top chairs, easy installation of the feet... there's nothing to say, I enjoyed it a lot."
c669174d47977c23d1d3423b55b9ebb2,It's bad for now,"I didn't receive the product, you guys say it was delivered on the 21st but so far nothing, and I can't contact anyone."
f80371a14c76eb84cd44b8767812544e,Where is my refund?,I would like to know why the refund has not been made yet. The product was not delivered and I requested the cancellation on the website.
c3605e542f9ca25026a9112fcb8c2cbe,Efficient,"Very fast delivery. I liked. If necessary, I'll do business again. Now all that remains is to test if the product works because the test takes some time."
7ad23e6fecef59c0148f485b109e1fdf,have contact number,I bought 3 objects only one arrived the right thing was to come all together or am I wrong..
6cb89f9dbe17feb1f9f52f6c466b2878,I recommend!!!,I received the product in perfect condition and on time.
42dbe1261ffa4f8bf21d8d8185b13ff1,Failed to translate,"I liked it very much, congratulations on the commitment to the consumer."
b7ce5a0a606b61681caee5b8cdd3fcbd,I still haven't received,"The order has not yet arrived, the reason must be the mail!"
bc6e79aec9867e89ec8c4cb859b52c83,Super recommended.,"Excellent, from ordering to delivery. Congratulations."
f808904e59d8a28c0164c616d6693979,Great,I was very pleased with the delivery.
95d75b7a8058538cb942cf2d3ab0aacb,bottom,I bought 2 and only received one.
0f1ad627ec57bd02252d8f3c4631efd9,I didn't receive the product,NEVER AGAIN IN MY LIFE WILL I PURCHASE ONLINE I'M GOING INTO THE OMBUDSMAN BECAUSE I HAVEN'T RECEIVED MY PRODUCT I'VE SENT AN E-MAIL AND NOBODY HAS A POSITION
49d14fe08981f80fae252c0743609c53,Perfect,"I always buy from American stores and so far I haven't regretted it.
I always recommend."
02d90afea6e1d460602ff71b3d601659,Delivery delay,"I still received the product, it's past the estimated deadline and I paid the shipping"
19ad043c26bfea3c7818756a9c4fd8ed,Perfect,Perfect
3e3fd6602c756d36e25a0cce40b9a2d9,Excellent,"Very good, product as specified"
a6632a4956bb88b480cdd6938e6174b4,Very good.,The product arrived well before the deadline and as advertised.
36f9e4706602a39c60c1925f255a56ee,The upload is missing,The charger did not come
8094797660b57a0099a766bb217303ae,"It appears to have arrived, but",IT SAYS THAT IT WAS DELIVERED BUT NOTHING ARRIVED
28c48ed624ccf5855344639da4ffb854,I do not recommend,I only received part of the products.
68043b16af51be9203b3bae46cf74022,Great,Product delivered extremely fast.
111c977cc07880ce5d1a4532553de2cc,highly recommend,I've always bought from Lannister and I've never had a problem.
5de95a932b42c3a8bab2da7d5d2cbba9,great,great
8faaa1fc104b61f48eba2acf3df76376,An item was missing from delivery,"I got in touch with the store two days ago, because a trinket was missing.
So far I haven't had an answer. I hope they resolve.
The others came very well packaged."
164b5098450a217c5009e5c311d2785f,I was deceived,I was deceived by a product similar to that of bosch... I didn't pay attention when buying... when I was surprised to receive it and saw that it was a similar product... if I were to buy a product like that
b760733cfa04a70937b43b864bc86e49,excellent,fast and perfect
bc1675dfbea39f19fb46b9debe26df92,Caution,It is not possible to speak with the store to ask questions about the product.
f7f1d9a7bfd32e43fc040b4619246d09,Excellent,"Fast and safe delivery, very good store."
9ecb9b631ade18a0ff87f9a16e5bb395,Receipt,I haven't received the product yet...2 months.
b17ffaf551027bafe85b7fe25ad2efa6,Beautiful,"The paintings are beautiful, came very well packaged and arrived super fast."
58121142bc3e062833b21732feebabac,Excellent,Very good
755c1120e3039706898991690021bdbe,recommended,Good service and they met the deadline.
6519b35eee26a96203905284f2cea803,I can't evaluate yet,I can't evaluate yet
bc10e549aa6705c60e556b54a7562013,Good,The product was delivered and with free gift! Thanks!
349b2ea1c32a2318bad2aff4c8c8e4e3,srismade,Delivery ahead of schedule!
afcba2895df859183ee1e6eaff0e3fd0,highly recommend,delivery before deadline
4b1cf4629cdc2c979e5a703bff14fb81,Delivery,Very good to buy with you
0ccb35b372d5c137ebd2bd7d41321bf7,congratulations,always good the kind of competence that you present to customers
b40647ae7090a9f220b512e8c0dc3d6f,Fast delivery,Product arrived quickly and in perfect condition.
7cef106f6b24c1e51f5a74114f8b6c79,"EXCELENT, I RECOMMEND",excellent.
3a2d01b239f82a20c0512ad49bf1286f,Great,100% satisfied. I recommend.
60745446e130f57738713906a64416bf,I recommend,"The product was delivered before the deadline, which, however, was quite wide."
0ed4439fa50908d19f4f1c14e532b617,Delivery of information pieces,All very well. I recommend
89b6fc93c4b6110a4cb6516bce15f25a,Cool,very good
78c58d4a6cc2e756b43e6ea1ff6c6229,highly recommend,"Fast delivery, good service and quality product"
68e602e3915b6eb3af516cdb09de5961,I do not recommend.,"The product arrived on time, but it did not come in its original packaging as shown in the photo when purchasing, it comes with a tester package, the lid came all crooked. It seems chingling product,."
c1bdea9591e68fc2866f857b0165b027,,Good product but seems to fray easily.
b4a94b13de55b34a3064882d1b6c12b0,I recommend,arrived before the deadline
c2450b856e98d3c5c67111d03f059daf,different from the picture,"I bought the chair that I thought was the same as the picture, a similar one arrived but it did not meet my needs, the chair is not right, it sags forward as it sits, it has no stability"
650357042fd68a716491aef197d233d2,Great,"I highly recommend this seller..
Thank you very much for your attention.."
adb1d5514dc49d9c6311197ef7598804,,
68ec627741355461b48948b762f03ead,I recommend,arrived before the expected date.
daa739be87eaa8d825761f6487ba4e19,Excellent,Came all in perfect condition and ahead of schedule
c26a0e9e8b25b8f35ade5ac0c498933f,I recommend,all we conform
a1e212c1ccae9bba1a8f1772bc6e972a,Great,Reliable website. I recommend!!!
075996ebab568617d390e34d8191d77b,I DO NOT RECOMMEND,"THE COMPANY RECEIVED THE MONEY, DID NOT MEET THE DEADLINE, AND CLAIMED THAT IT HAD TO CANCEL THE SALE BECAUSE IT DIDN'T HAVE THE PRODUCT IN STOCK. NOW, LET'S SEE IF YOU WILL RETURN THE MONEY RECEIVED."
ecc88ed5dc31dbcde5f0ea48f2c882dd,Divergence,"I bought 02 Books, and only 01 was delivered"
9655a9ca4669918b4781ee3a74c5f918,Beautiful.,Very beautiful and very big.
8110ae968f4a807f9127793cf2140b51,excellent,excellent
3df0708477b73ac2df2f7de5a0509f3c,Very good,Very good service and product delivered well ahead of schedule.
4afa6ec1d9e90e8a75288e372e6063b8,Late delivery,I'm waiting for the delivery that is already late
a557f612bad9e7ddada4cbe88154ed3c,term,"Excellent, I received it one day before the deadline and very easy to track the delivery."
b6725ed60daeca0627149dc9537644d1,Great quality,Very good and resistant net
a01f8065d7dfbb004d706d19286f61ae,10,It just came threatened a little on top but I'm not going to change it
e8b23330c24ad7ac135e6fc3fffd0642,Super fast delivery,Product was at my house in less than 1 week.
1b7ff48407c29ae1f3021ccd7bdeabfc,Excellent,"Arrived on time, very good product"
c9ccb66c3411e06340a8f195d53f3073,great product,"I loved the product that even arrived before the deadline, but I confess that I was scared when I saw the size because on the website it appears to be a little bigger. Anyway, it's great and I'm loving it!"
c2ed33bcbe7d48bdb67bc5a31bdb442e,I do not recommend,I didn't receive it's taking too long
5d0a02a135d59674ebd32b2eadd9855a,Excellent,Excellent
3b154b4c157def879c7528064a4a0834,No comments,OK.
30bf4e22ca3839250ec258ff0b7a6e30,Excellent,Good product and wonderful price
5fbf8f5c3bad74a8532810142a110dce,Bolissimo show,powder buy
969acced74b03ed005c80093d38451ea,Good,Good
225a1d6c15df0b41f5dc5ca48b4512b5,Excellent!,The product arrived well packaged and before the deadline. I am very satisfied!
a935b3d67f406bac4853776d80a05220,Finishing,"I'm trying to get in touch with stark to check its exchange, as it came with a defect in the finish, but I was unsuccessful in talking to an e-commerce representative."
f11993a5ca65c2cf13dab525908aa421,I didn't receive goods,It was good to buy Lannister. Now I'm reposting
f25a1229107b71758d6e38135e758a08,Great,Great
71ea994dfb886aaaec6b73246d916295,recommended,very good service correct products
16e2c8dad219bf8835f093ed58fe3ce3,I recommend,Product met expectations and arrived on time
e7bf97c5a530951a3f2df79ef61f0550,Very good ! I received,It arrived earlier than expected!!
88df5731ca820f5124dbf5de7cf7e516,delivery on time,"Even in the midst of the truckers' strike, I received the product on time."
f9d124e01e7d5e96a6824f1156d47ad7,Great,"Delivery much earlier than expected, excellent quality, beautiful... I loved it!"
7b395616622736266d6690d1be448b26,Reasonable,The product was delivered on time but came with the lid broken and the product leaking
beef78ba01549446fa34eaa861505fcb,store that fulfills,"Until today I have received what the store promised, which is important to continue in the market"
b91ec4b047be78b2822cf8aaf61bf024,too slow,"I will probably avoid buying again, as the delay in delivery is too long."
20e020750c8dc3424a37182ffec5a0a4,Terrible,Totally bad material and different from the photo I want to know how to make the exchange
f4839f938eff2babf3927e642972e8da,STILL 1 REQUEST LEFT,"I only received one of the products. I don't know why the LED SPORT BLACK WATCH was not delivered to me in the same package, since the tracking code and order code were the same. hope to receive soon"
2dea01c10f5ffcd0a48d5b8c7471ddc9,Excellent,Excellent
c92f8670b10ca3e78933d4f9f54be681,Product doesn't work,The strap of the product is not working.
7cd81989c9021109e262a104bea4c496,Excellent,Very good the product was delivered before the deadline
ac537cbbe14f085e3750f234ee9a6f1e,OK,Product is not original. Bad quality and faulty (loading keeps oscillating)
54f694774680820ba9feec6ef8d1b89c,Good,It arrived late due to the truck drivers' strike. But everything is fine with my products.
4bd99bd23412c408607cd56a9858cffd,Failed to translate,Delivery was fast
34e6eec6fe28d16e7c2bc7518555b831,I recommend,"I have nothing to declare, a hug"
e3af8a75276702c19d1ac8d157630439,no phone contact,I can never talk to Lannister stores
09207e4102e61cbebe0b37f10d5aff32,Excellent,Perfect!!!
22e94d99e564e3daeb07d9f804af1528,Highly recommended,"Beautiful table, arrived on time, I am super satisfied. It looks great in my office."
bd8e2d07697172f16d28f139a3de5b60,Wrong product,"I bought a round brown rug I received a rectangular blue one, good quality product but wrong"
2bcd71f326882bdbbdde7e36acc73c20,Excellent,"Lovely watch, just smaller than expected.
But everything came right, in the box with warranty etc. I bought it through Mega Mix."
6b47a3257da75745f1a3e5c468e573f8,I didn't receive the product,"In addition to not arriving on time, I can't track it..
It just says that there are difficulties in the integrity and nothing!"
4b25ec9d7825fbb69b4815c7ab4d94fa,Delivery,Terrible attendance. They didn't even give me an explanation for this 1 MONTH delay. I will never buy from Lannister again.
5bf98e9db492cb76e7b61aac556453ec,I recommend,satisfied with the deadline
e0c7773f83f813057438df288c684601,Excellent,The product met expectations.
0e1059a405261feda792621aa2d0699a,"good, I recommend","I recommend, arrived on time."
da8f9a4695fa7990d898918b880e8963,pure deceit,"lannister has reliable partners, so don't count on me anymore!"
bae18334acbe1aefb398205a77653b95,Excellent,"Product delivered on time, very good quality, well packaged and packaged."
c1d19e7d277bd8e3da980d7e13936331,Excellent,"I loved the product, and it was delivered well before the scheduled date."
e362b005b08fd777cb2e29d8be450cce,You can trust,would buy again
8893fab749f3f851d324392dc0c97442,Excellent,Perfect bag and was delivered on time
f6eb2dcfb35d548a4d5760ced10451c1,I do not recommend,Baseus 3D Arc Film In Tempered Glass Galaxy Note 8 is not sent to me from iphone SE
f190445c295588b79fd84493b564f16e,Terrible,Product did not live up to my expectations. It is very fragile. I do not recommend. It already came spoiled.
d360152275bd1b51a0dbb80153801ce2,very good product,Product delivered within agreed time frame.
ba9f93c820bc0011ec9815bc7249bf0c,cover kit + film J5,"Committed store, posted fast, answered all questions I recommend, quality product."
3b96cc180eb37fd6124f12ee33e3be1e,highly recommend,"Congratulations on your commitment to customers, Thank you"
2f058a24a72255fd26b95cf3f16677ec,GOOD,GOOD
7ce3fd1860b812670af14af3df207649,Wrong product.,"I received it on time, but another product came.
Which wasn't what he'd bought."
ca7ad2996bb9a4483f680e6ab602a550,Satisfaction,"I received the correct product and within the pazo. Satisfied with the purchase, with the merchandise and with Lannister stores."
00d94c2f30e0ffaf2753319fc02c94a4,Failed to translate,I already knew the product
3fdf84d51b1e6d641fe7b84a266c02cf,Problem with purchase!,"Look, I would indicate if they had not put only one piece and I bought 2! I really hope someone solves my problem because I'm paying for 2 products and using only 1!"
85188f187df3d7d9da6598b6d9ea0bb5,great product,"It met my expectations, I recommend it."
e507391aa0b56b81113a38a1ce4b1fd2,good product,I haven't tested the scissors yet... but they look good.
5f9486999e747593f7321e21caa3c79f,Quality,I inform you that the drilling of the pieces does not match and I had to make an adaptation to place the pieces. But overall I am satisfied.
c02468a6a0192a529a45d2e50cb52f6a,Waiting,"I'm waiting for the painting duo, because only the curtains were delivered!! After receiving, I change my evaluation!!!"
145554ed534268c6fd996d79984d85db,,Very cool
696b2f9fee06062cc683f4a1958bf674,Very good,Quality cookware at an excellent price.
51ad611a7b0bf35dc0d8c133c7b86133,great product,"Best purchase I made, product better than advertised, I really liked it, I recommend it to everyone, congratulations"
6a817364a1bb1e3a0f509ad6ee9259e5,Grade A,Great emoresa consistent with the delivery service and also with the products
3bcf22bb0022865baecacc136f500f3f,Excellent,Excellent
b262fa98fd961f8c6dfea76843792cf4,PRAISE,Product arrived correctly and on time!
1595809104a04f6611904c1549cfede0,very good store,"Just a suggestion, please leave the post office logistics, because the service they provide is rubbish. As for the store, it notes 10 the product and what I expected"
5bd178e5b1143d098b38fdd4c3cfb7f7,Good bargain,Fast delivery. Now it remains to be seen whether the product is really what it claims to be.
fd750679bbe8de238e52e57ff601fa91,highly recommend,"Very good, I received it much before the date, super fast!!"
be659c53e8565157a8efd844a66e7612,I recommend,Very good. It arrived before the deadline.
a2937161bd6607b827771b6e47e9156e,"Yes, I recommend the store",I received the product intact
5e7d9b46a5ac5c13238043a5e966123d,not received,I didn't receive the product!
8b1aedc3caa0a60c4db95d0ecf3905bc,Small but beautiful!,"Super fast delivery, arrived much earlier than expected. The watch is beautiful, it's just small.. but very beautiful!"
9a15aefce750b8b113b745ffe25b89d1,great product,"Product arrived on time, came well packaged and right to specification."
f1f1eecccb02d41af99b2ee9df976969,Excellent,Very responsible store and the smartphone is excellent!!!
95d0bc980f4040db7f24f2deb3ad0a92,Good product,Product as advertised. Very good
d80791635eb7cbd2d88744dbf480199a,Product as described,"Thick cover, easy to fold for storage, good material, as shown in the photos."
f6fc716e07ece9153ce70850b6dbe548,Very good,"It is as described, good functionality. But it has a strange smell in the first few days"
50a1205a547f8090f3f3c746c40c946c,recommended,great product
68f69c0857a48cefb0d032b873ffa67a,super top,"Super beautiful products, arrived in less than 5 days from the date of purchase and the forecast was almost 30 days, super good quality, I highly recommend"
30c1395a6f5ff2c9ee55b4985b63cb24,I recommend it to everyone,everything arrived ok
f20b01e3a1009824aed56a6e63416949,Great,Excellent product. Delivery made before the deadline.
324010422168339f7b9a9b524f616275,Wrong product,Wrong product
c4ed4e66f7edea0b762dfa1992959631,Misleading advertising.,"A pity that Lannister represents this product.
Scam. Birds made their home on the device.
Does not work!"
1a3443d869b9d3f3d2b4869f1c173c1c,Failed to translate,I bought 2 little robots and paid and only 1 robot came with 50 units I bought 2 robots for 100 units and only 1 came
5c557dc1f955add7889f4e01ad0efd4b,Failed to translate,Grade 10
7fd6b41ff07c831d31a7fea0e0d66b56,Great!,Great!
b21f76c7ef5f9c15af959a48e2ba0773,I recommend,Everything delivered correctly and before the deadline... I recommend!
2e7d87a1ee58927a51926e796e476ace,they changed the series of the doll,"Hello good afternoon
The series 2 doll didn't come, but the series 3"
7a73aeab035dd8217755e59d56d7b76e,great product recommend,Excellent...
472ecfdaed067b48f67b0f0f427e7314,Dissatisfied,I purchased my child's stroller in advance thinking it would arrive in a timely manner and I find myself in a situation where I cannot return my money and cannot receive the product
7305b636a2af61582c8b20a9bf9888e9,Lack of communication,"Not a phone where we can talk about what went wrong, and by email I didn't get a response"
0e53dc4d8fcd4ad3ca113ec99b1ec77f,highly recommend,"My deadline was 08/09/18 and since 07/28/18 I already have the product. All right, very well packaged, well identified."
560f820237075d9cb450598331ecfefb,highly recommend-10,I know it wasn't delivered on time because of the truck drivers' strike. Thank you.
7fbb8e9c6d237e733fe242d10169d673,burnt out leds,One watch came with some burnt out leds.
2384fba48959ba75dc66c1f3e5398c8c,Good,I just thought the lids were black
d47b892283ee100543f0339aa7517209,highly recommend,excellent
6b2c1a17ae6a4d770bc81c29ae5bf8df,I do not recommend,"Good evening, the product came with a defect, in an hour of use I realized that one of the buttons was no longer on the clock (it came loose), very fragile, the AM led is not lighting up, the numbers 7 and 8 light up together"
24444f20002558c0482a322723ea7deb,Great product!,I liked the product and the speed of delivery.
346393db3d92b29de1cfbb211f0dc97b,Good,It met my expectations.
78332b4ce4cd7a9794baec70ef2b335e,Good,"It could have arrived a little earlier, but it's ok!"
1a280b5e507e8bd476201ea2be5202c1,Great,"Great merchandise, arrived ahead of schedule. I recommend"
89c15bf63c10e50637f4a3a37cc260b7,where is the product,kd the companion product
94213f1db5417565148101250153734a,Dissatisfied with the purchase,"I really liked the punctuality, the goods, but unfortunately the whole product was not delivered. I ordered 2 kits and they only sent me one. How do I receive the remainder?"
8ec63a4342e93c5a2deb51610a3ca4d3,incomplete,"I received only one of the items in the order, the second item ""Set of Sheets Buettner Queen Mesh 200 Cipestre Marinho"" was not delivered. I'm waiting for a response from the store."
5de91ce3f4f2978cc2a17766c3ebff08,missing a piece,"The product was delivered on time, but an item was missing. I immediately contacted Lannister who told me to get in touch with you and get back to me. But so far nothing!"
6b4cabade910c4dbc6543dd176deebe6,delivery ok,"Fast delivery, correct product, nothing to complain about.
Everything is OK."
758735feb5365daca2da9dd82453a9ad,My product did not arrive,"My product did not arrive and I needed it, I will process it!"
9c16d321d03cdd6baabec119323b4dfc,Great service,"I would like to know how to make the time visible. It only takes 5 seconds on the display when we press the button. Is there a way to do this? Can I post in 24 hours? How to set the time, advance or delay?"
eeff034df4f8096ba692c63d6945946a,Tablet,I received the used product and am trying to exchange it but without success.
55bb8e267a4a3de93b0392fd9c0b7423,Top,Top
02d1c042e4f7cebf4fbe0be966a1ff61,Quality.,"I received it, but however, it is not original.
They should be more transparent, because on the website it is stated that it is an original piece."
d9f5b8add57c75b17ef96b6c3e0b0c7e,Good,Good
ef934cb281e0d78398561e5fc9c3806f,Excellent price!!!,Very good price and product delivered well ahead of schedule.
98c298da6ce6609865a91f3deb3371e2,great,everything is correct
5d55061ec2b76e615d72ade557e73eb3,Reimbursement,How do I get a refund since I didn't receive the product? I wait
7a07fdf493262f1ed57a3cea303dcbef,TOO EARLY TO EVALUATE,"I bought 4 kits and only received, for now, only 01 (one). Hence my assessment that ""the product was not delivered"". I think they should inform the purchase that it would come in parts and not all at once. I wait."
add668839f75a741571e3af8d9c047c6,Wrong product,I didn't receive the product I bought
70dfc2d67004117df80204c8d1aa0258,excellent,no further
534df27d68638b26443bd8c6df32e981,I recommend,"I loved
Arrived in 2 days"
70be3f25177bd0d08ab572e9c6a2281a,shelf damage,I received the product on time but it was broken
ad1cad51cd2fbd371ec31adfdc553760,Satisfied with the purchase,"Satisfied with the purchase, the only detail is that the product could come with instructions in Portuguese, otherwise everything is fine, I recommend it."
a12b8d53aefce2a1c10541c611fd6c97,Product not received,I received part of the order. Whey only. Creatine did not come. I sent an email asking about what happened and year I had no reply!
2c60b4fcd6555e20d6edf6f982ae2415,delay in delivery,"There are many rolled up to deliver the product, so far I have not received the product."
b8bd4641dc64ea1a28999974f92e3f1a,Golden Waffle 3 / Order:,"I bought acuvue oasis lens + 6.00 and they delivered -6.00 (myopia)
On the website it says 8.00 which is the same as +6.00 (positive), if it had the negative sign I would not have bought it.
Now I need to return it for exchange"
9a7eaa8a21fac7431f22ac1122c4e0a9,Excellent,Arrived as I wanted
1687affe4f645bb932e28ae3eb0861b5,Fast delivery,Product does what it promises
36b7afbeebd9d62a826e16509f5ce8ed,Very good!,It's really original! It Works very well! Everything's good!
bda62618ed46215beb4a94344c79e725,terrible,I'm very dissatisfied!
4f22ea4e986617a15be41c1940a1a3a4,Congratulations note 10!,Everything came out as agreed store note 10.... you can buy without fear.
c4bc11d45c181de6ef39f4153eadf019,recommended,good product and delivery on time.
c1e69eccdc285e2da2866f178daae25b,I didn't receive the product,I did not receive the product I bought and paid for
c849daf583f57fd347665346f48cb3bb,exchange request,"Satisfied with the supplier and delivery time.
However, I want to make the exchange, the product is not what I imagined.
Thank you for your attention."
4871f39882b80a101ad3b4f392b30dfd,highly recommend,Excellent seller and very fast delivery...
709241bb4b86138c404dc3993b3eca48,Very good,"The product was delivered within the expected time. I like it, I recommend it."
319f7e3f45fa7d6109284b5fc7c715b7,1 product not delivered,"I bought 2 products and only 1 arrived, waiting for a response from Lannister stores about this."
ebd3c6f3c54ee7cbdecefd57d5d57d1e,highly recommend,I am satisfied
6e7152d49db215fb5aee6e27110f9f47,Great option,lannister is a pleasure doing business with you. Thanks.
4d96b1512675b823c602fe8c9dd19016,floppy disk,"I missed the manual on handling the bobinha with two spouts and how to empty it. As for the product, I was satisfied."
de315454bf99b99e3a442ed08f972313,Damaged product,I received the product with the box all violated and the product came with a failure in the height adjustment
2fabed7b2a7ef99b6074035d5e2480c6,I liked.,"The product came correct, perfect and on time."
858226160cc0d0fd05b08548ecc4f02c,Product has not arrived,"Hello,
Product returned to CD, will I get a refund?"
39c8041924b08244a7ac04759c986f02,Very good,Show I highly recommend
75cfce1f99f55b05db43069c25752652,Fast delivery,"It would be a suggestion, the images are not similar to the original product, if possible take pictures of the product in a way that the visualization is clearer.
Because the product I bought I found different"
649979a424f1736947f84216c21e661f,highly recommend,"I loved the care with the packaging of the product, showing affection with the customer."
9e62e6de05c4ddb957605ca9aba88435,highly recommended,Quality product. As per the description.
1671f48ebcb15accf1446761e406c6f3,Very good!,"Fast delivery, products as advertised...
Highly recommended!"
aad437263a2694a8b73e3eda27c79d02,It delivers what it promises,Products were delivered faster than expected. I hope every purchase is like this.
8b5bfc7edc0b66eb0d0bf300123c60ff,I recommend,"cartridge with expiration 2017, but it worked normal"
c3c86e1e572e8ebcdd6a1a4a0f388733,very,I am very satisfied and I recommend it.
0686c0acd2ca3d3ca808af5afb15c4dd,okok,okok
b623c4cb66519ce2b7ad21da13d53ca3,five star,great fast and efficient delivery I really liked it
551376f257afeb42e6a08ff0becfd3e8,Excellent,I loved everything right
5caccf1f37c49ef076ea0e418cecb2b4,Product not delivered,Product not delivered and no explanation given.
7072d3ceb8f67cc1b384f1594e1fc04f,Product as indicated,Good product. It presents the characteristics as described on the website. Delivered before the deadline.
a763754329b54bb4933b3b70079f8a38,Failed to translate,Very good
9a26b5c62c78c695fc131d1ce43aba1a,Delivery missing product!,"The purchase made was 6 ivory organizing boxes and 6 malancia organizing boxes. Unfortunately, only 6 ivory organizer boxes were delivered! I want the products or my money back!!!"
8aa5905667b126c8cd113a1ab88ecf74,highly recommend,"excellent product, fast delivery. I recommend."
aa6b0ed6f801a5b9fd639145df5037a1,I didn't like the material,I expected a better material. I didn't like it. I would return it. I expected a quality chandelier.
78f743672188537413b2e591bf060851,different title,"The official size appeared in the description of the product, but when I received the plaid it was in a smaller size. It didn't approach the actual size of an official chess set."
0edb0d69a5dd75e1aa20cd8d203850ac,good,good
aecdc81e65fd3fb1fd7476694d7213c8,I definitely recommend,"Extremely careful store, from packaging, products of excellent quality, very good indeed !! Exceeded expectations!!!!!"
d9c8dca96ae87846b1529e768628d5df,Very good,Product delivered on time...
6b0fc067e6cf235925d1995818181952,highly recommend,"lannister never lets me down note 10
for you"
fee54c8f8a2fd69464114137fffcb301,I recommend,"Reliable website, product delivered quickly and with quality."
44f7482ffa6b98bc55f68fd6452cb308,MANUFACTURING,"Origin of the product from China, poor quality, at the time of purchase it was not clear that it was a product of origin (pirate) whose quality is poor."
1c56902de25e18ddd6518b7cc7b92aec,Speed ​​and efficiency,"arrived super fast, sent by sedex, congratulations"
5318a80f6c08eea777f797df966ae9b4,Great,Thank you for the efficient feedback
ce82c4f847079cebad8358c371c0f27f,Bad,I didn't receive my order correctly I bought 2 kits of bladders with 5 units each kit and I only received one kit
9f856c47a8e429f6af41cbd4b405504e,Product doesn't work,"Good afternoon,
Upon receiving the product, in this case a watch, the bracelet was already damaged and then when I set the correct time in a few minutes the watch stopped and did not work again"
87045769d5b215def5f746bdac635bb5,highly recommend,arrived very FAST.... LOVED IT
24b826906089033b5f1e1ee4b57b8c1b,Satisfied,"I liked the goods, it's what I needed."
1b3b554186c17b4b95292ce62d710f07,I didn't receive the product,I made the purchase on 07/30 and until now I have not received the product.
9f4e579843ef360649c8b5ca3f744f4b,Excellent,"I'm happy to arrive 12 days early. But the coffee maker hasn't arrived yet, it was supposed to arrive on the 6/8"
d28aafb3264ddd0a77ac7333611c0944,The product was not delivered,"The product was not delivered, only the invoices. I'm waiting for an answer."
7f836e6d32b627f1ff432c9ae8164dec,Did not like,Product different from the photo design
ee5c32082c60989722a2357c1d2812b6,great pencil extender,Excellent quality product.
409934c79bbf9e7ad12a9cbb819a84ca,Incorrect product,"I sent an email to lannister, but he still hasn't replied, they gave a two business day deadline that will end today."
4f3d56c16c0bd229568350824ee4390a,I recommend,"Very good, does what it promises."
7c5aa1039c1cc0cbec14f37eaba1dc2f,Missing a product,The chromium picolitane was missing from the order. The box only came with Whey Protein
dabbc6a240a91423a91461ca3ce74bd0,I recommend,"Product delivered, weekend I will assemble."
432cad8c83687039e3839cd1d1daa794,Fast delivery,"Delivery was fast, ahead of schedule. The only problem is that batteries were sent in the wrong size. It should have 2 AA batteries and 4 AAA batteries came. Overall satisfied with the product."
d410389a9766f37a6f93fb70dab28455,Fast delivery,"Product arrived well ahead of schedule, the bottle arrived without any apparent problem now I will test use to find out if the bottle is good."
6298846cdf0eceb7ba5661c3810725b7,Late and defective,"Product arrived late, poorly packaged and missing an eyelet."
de0c49c0866d78bb694363f68e1562fc,Excellent,The product was delivered correctly and quickly
c4e8193bfb58fa682357442a127ec00c,I recommend,"The delivery arrived before the deadline, and everything came right!!!"
9f29d235c8836a14bfec98053f11b1fa,Excellent,"Great product, I received it well before the deadline. Very satisfied."
fcaed0146af21af35019018c3e68d971,excellent store,"great service, perfect delivery time. I recommend"
599f31a50911868fc9b530cb505f4561,I did not receive my order,I have not received my order and the same bill as delivered. I'm trying to contact the seller and so far I haven't heard back.
15b233e8abd6650012705744e9b2e735,Excellent product,"Super fast delivery before the deadline, very good product meets the needs"
6856ee5dee068cca0ef7bc8177f1a847,highly recommend,"Product delivered on time, quality material, very beautiful product."
e1e6508c3fce27c1616228d20c23a915,Great,I loved !!
14ae9e88c949988f0f23814d8043e6dc,perfect curtain,It arrived on time and I loved it. Soon I will buy another one.
30f1cd3ec3eeec1b7f8f3c0c53524994,,
de64991bf8357bdb1ddc677d5aaabf03,blanket set,"So far I have only received one set of sheets
Sheet Set Casal King Imperial 04 Pieces 180 Thread Percal Stick Stitch - Persimmon"
acad00df123d3251effcd8091b455585,Excellent,I recommend
a569e4a2bff69efbd324aece9224942c,wonderful product,Wonderful product too beautiful is great cost.delivery before the expected time.congratulations baratheon with this is the 13 that I buy wonderful watches
697db01d0c60ff15b72b7f87a4d6812d,Excellent,The product is very good
91ab0a294525d542dfeaa1216a97e6f4,I did not recieve the product,Order with two products... deliver only 1
053276cf451937065e640bb4aa8ee5e2,I liked,Only that when ordering I didn't know that the product was too big for me
8cf4f3bc0ff1152376d2cab289a3276e,Perfect!,Product came as advertised. I recommend it to everyone. Came before the deadline. My daughter will love it. Keep it up. It cost.
a52cdced4212c7150fa11fe04d4ab729,Great,"Deadline , agility , fulfills what it promises !"
30215f6e7f379ee3b61e66b407800dba,HIGHLY RECOMMEND,"BEAUTIFUL LIGHTS, ARRIVED BEFORE THE DEADLINE! THEY ARE TO BE CONGRATULATED!"
5061a799417e0c127c4bf591927c692d,Show,Very good
aedf5de7c4317df2d1d6bcfa2b73bfcd,Note 10 the store,fast delivery
